result,queue,major,minor
MISS,LLJS,LLSJ,IOZ
MISS,LLJS,LLSJ,IST
MISS,LLJS,LLSJ,ISJ
MISS,LLJS,LLSJ,ISL
MISS,LLJS,LLSJ,ISO
MISS,LLJS,LLSJ,ISZ
MISS,LLJS,LLSJ,IZT
MISS,LLJS,LLSJ,IZJ
MISS,LLJS,LLSJ,IZL
MISS,LLJS,LLSJ,IZO
MISS,LLJS,LLSJ,IZS
MISS,LLJS,LLSJ,JTI
MISS,LLJS,LLSJ,JTL
MISS,LLJS,LLSJ,JTO
MISS,LLJS,LLSJ,JTS
MISS,LLJS,LLSJ,JTZ
MISS,LLJS,LLSJ,JIT
MISS,LLJS,LLSJ,JIL
MISS,LLJS,LLSJ,JIO
MISS,LLJS,LLSJ,JIS
MISS,LLJS,LLSJ,JIZ
MISS,LLJS,LLSJ,JLT
MISS,LLJS,LLSJ,JLI
MISS,LLJS,LLSJ,JLO
MISS,LLJS,LLSJ,JLS
MISS,LLJS,LLSJ,JLZ
MISS,LLJS,LLSJ,JOT
MISS,LLJS,LLSJ,JOI
MISS,LLJS,LLSJ,JOL
MISS,LLJS,LLSJ,JOS
MISS,LLJS,LLSJ,JOZ
MISS,LLJS,LLSJ,JST
MISS,LLJS,LLSJ,JSI
MISS,LLJS,LLSJ,JSL
MISS,LLJS,LLSJ,JSO
MISS,LLJS,LLSJ,JSZ
MISS,LLJS,LLSJ,JZT
MISS,LLJS,LLSJ,JZI
MISS,LLJS,LLSJ,JZL
MISS,LLJS,LLSJ,JZO
MISS,LLJS,LLSJ,JZS
MISS,LLJS,LLSJ,LTI
MISS,LLJS,LLSJ,LTJ
MISS,LLJS,LLSJ,LTO
MISS,LLJS,LLSJ,LTS
MISS,LLJS,LLSJ,LTZ
MISS,LLJS,LLSJ,LIT
MISS,LLJS,LLSJ,LIJ
MISS,LLJS,LLSJ,LIO
MISS,LLJS,LLSJ,LIS
MISS,LLJS,LLSJ,LIZ
MISS,LLJS,LLSJ,LJT
MISS,LLJS,LLSJ,LJI
MISS,LLJS,LLSJ,LJO
MISS,LLJS,LLSJ,LJS
MISS,LLJS,LLSJ,LJZ
MISS,LLJS,LLSJ,LOT
MISS,LLJS,LLSJ,LOI
MISS,LLJS,LLSJ,LOJ
MISS,LLJS,LLSJ,LOS
MISS,LLJS,LLSJ,LOZ
MISS,LLJS,LLSJ,LST
MISS,LLJS,LLSJ,LSI
MISS,LLJS,LLSJ,LSJ
MISS,LLJS,LLSJ,LSO
MISS,LLJS,LLSJ,LSZ
MISS,LLJS,LLSJ,LZT
MISS,LLJS,LLSJ,LZI
MISS,LLJS,LLSJ,LZJ
MISS,LLJS,LLSJ,LZO
MISS,LLJS,LLSJ,LZS
MISS,LLJS,LLSJ,OTI
MISS,LLJS,LLSJ,OTJ
MISS,LLJS,LLSJ,OTL
MISS,LLJS,LLSJ,OTS
MISS,LLJS,LLSJ,OTZ
MISS,LLJS,LLSJ,OIT
MISS,LLJS,LLSJ,OIJ
MISS,LLJS,LLSJ,OIL
MISS,LLJS,LLSJ,OIS
MISS,LLJS,LLSJ,OIZ
MISS,LLJS,LLSJ,OJT
MISS,LLJS,LLSJ,OJI
MISS,LLJS,LLSJ,OJL
MISS,LLJS,LLSJ,OJS
MISS,LLJS,LLSJ,OJZ
MISS,LLJS,LLSJ,OLT
MISS,LLJS,LLSJ,OLI
MISS,LLJS,LLSJ,OLJ
MISS,LLJS,LLSJ,OLS
MISS,LLJS,LLSJ,OLZ
MISS,LLJS,LLSJ,OST
MISS,LLJS,LLSJ,OSI
MISS,LLJS,LLSJ,OSJ
MISS,LLJS,LLSJ,OSL
MISS,LLJS,LLSJ,OSZ
MISS,LLJS,LLSJ,OZT
MISS,LLJS,LLSJ,OZI
MISS,LLJS,LLSJ,OZJ
MISS,LLJS,LLSJ,OZL
MISS,LLJS,LLSJ,OZS
MISS,LLJS,LLSJ,STI
MISS,LLJS,LLSJ,STJ
MISS,LLJS,LLSJ,STL
MISS,LLJS,LLSJ,STO
MISS,LLJS,LLSJ,STZ
MISS,LLJS,LLSJ,SIT
MISS,LLJS,LLSJ,SIJ
MISS,LLJS,LLSJ,SIL
MISS,LLJS,LLSJ,SIO
MISS,LLJS,LLSJ,SIZ
MISS,LLJS,LLSJ,SJT
MISS,LLJS,LLSJ,SJI
MISS,LLJS,LLSJ,SJL
MISS,LLJS,LLSJ,SJO
MISS,LLJS,LLSJ,SJZ
MISS,LLJS,LLSJ,SLT
MISS,LLJS,LLSJ,SLI
MISS,LLJS,LLSJ,SLJ
MISS,LLJS,LLSJ,SLO
MISS,LLJS,LLSJ,SLZ
MISS,LLJS,LLSJ,SOT
MISS,LLJS,LLSJ,SOI
MISS,LLJS,LLSJ,SOJ
MISS,LLJS,LLSJ,SOL
MISS,LLJS,LLSJ,SOZ
MISS,LLJS,LLSJ,SZT
MISS,LLJS,LLSJ,SZI
MISS,LLJS,LLSJ,SZJ
MISS,LLJS,LLSJ,SZL
MISS,LLJS,LLSJ,SZO
MISS,LLJS,LLSJ,ZTI
MISS,LLJS,LLSJ,ZTJ
MISS,LLJS,LLSJ,ZTL
MISS,LLJS,LLSJ,ZTO
MISS,LLJS,LLSJ,ZTS
MISS,LLJS,LLSJ,ZIT
MISS,LLJS,LLSJ,ZIJ
MISS,LLJS,LLSJ,ZIL
MISS,LLJS,LLSJ,ZIO
MISS,LLJS,LLSJ,ZIS
MISS,LLJS,LLSJ,ZJT
MISS,LLJS,LLSJ,ZJI
MISS,LLJS,LLSJ,ZJL
MISS,LLJS,LLSJ,ZJO
MISS,LLJS,LLSJ,ZJS
MISS,LLJS,LLSJ,ZLT
MISS,LLJS,LLSJ,ZLI
MISS,LLJS,LLSJ,ZLJ
MISS,LLJS,LLSJ,ZLO
MISS,LLJS,LLSJ,ZLS
MISS,LLJS,LLSJ,ZOT
MISS,LLJS,LLSJ,ZOI
MISS,LLJS,LLSJ,ZOJ
MISS,LLJS,LLSJ,ZOL
MISS,LLJS,LLSJ,ZOS
MISS,LLJS,LLSJ,ZST
MISS,LLJS,LLSJ,ZSI
MISS,LLJS,LLSJ,ZSJ
MISS,LLJS,LLSJ,ZSL
MISS,LLJS,LLSJ,ZSO
MISS,LLJS,LJLS
MISS,LLJS,LJSL
MISS,LLJS,LSLJ
MISS,LLJS,LSJL
MISS,LLJS,JLLS
MISS,LLJS,JLSL
MISS,LLJS,JSLL
MISS,LLJS,SLLJ
MISS,LLJS,SLJL
MISS,LLJS,SJLL
HIT,LLJZ,LLJZ,TIJ
HIT,LLJZ,LLJZ,TIL
HIT,LLJZ,LLJZ,TIO
HIT,LLJZ,LLJZ,TIS
MISS,LLJZ,LLJZ,TIZ
MISS,LLJZ,LLJZ,TJI
MISS,LLJZ,LLJZ,TJL
MISS,LLJZ,LLJZ,TJO
MISS,LLJZ,LLJZ,TJS
MISS,LLJZ,LLJZ,TJZ
MISS,LLJZ,LLJZ,TLI
MISS,LLJZ,LLJZ,TLJ
MISS,LLJZ,LLJZ,TLO
MISS,LLJZ,LLJZ,TLS
MISS,LLJZ,LLJZ,TLZ
MISS,LLJZ,LLJZ,TOI
MISS,LLJZ,LLJZ,TOJ
MISS,LLJZ,LLJZ,TOL
MISS,LLJZ,LLJZ,TOS
MISS,LLJZ,LLJZ,TOZ
MISS,LLJZ,LLJZ,TSI
MISS,LLJZ,LLJZ,TSJ
MISS,LLJZ,LLJZ,TSL
MISS,LLJZ,LLJZ,TSO
MISS,LLJZ,LLJZ,TSZ
MISS,LLJZ,LLJZ,TZI
MISS,LLJZ,LLJZ,TZJ
MISS,LLJZ,LLJZ,TZL
MISS,LLJZ,LLJZ,TZO
MISS,LLJZ,LLJZ,TZS
MISS,LLJZ,LLJZ,ITJ
MISS,LLJZ,LLJZ,ITL
MISS,LLJZ,LLJZ,ITO
MISS,LLJZ,LLJZ,ITS
MISS,LLJZ,LLJZ,ITZ
MISS,LLJZ,LLJZ,IJT
MISS,LLJZ,LLJZ,IJL
MISS,LLJZ,LLJZ,IJO
MISS,LLJZ,LLJZ,IJS
MISS,LLJZ,LLJZ,IJZ
MISS,LLJZ,LLJZ,ILT
MISS,LLJZ,LLJZ,ILJ
MISS,LLJZ,LLJZ,ILO
MISS,LLJZ,LLJZ,ILS
MISS,LLJZ,LLJZ,ILZ
MISS,LLJZ,LLJZ,IOT
MISS,LLJZ,LLJZ,IOJ
MISS,LLJZ,LLJZ,IOL
MISS,LLJZ,LLJZ,IOS
MISS,LLJZ,LLJZ,IOZ
MISS,LLJZ,LLJZ,IST
MISS,LLJZ,LLJZ,ISJ
MISS,LLJZ,LLJZ,ISL
MISS,LLJZ,LLJZ,ISO
MISS,LLJZ,LLJZ,ISZ
MISS,LLJZ,LLJZ,IZT
MISS,LLJZ,LLJZ,IZJ
MISS,LLJZ,LLJZ,IZL
MISS,LLJZ,LLJZ,IZO
MISS,LLJZ,LLJZ,IZS
MISS,LLJZ,LLJZ,JTI
MISS,LLJZ,LLJZ,JTL
MISS,LLJZ,LLJZ,JTO
MISS,LLJZ,LLJZ,JTS
MISS,LLJZ,LLJZ,JTZ
MISS,LLJZ,LLJZ,JIT
MISS,LLJZ,LLJZ,JIL
MISS,LLJZ,LLJZ,JIO
MISS,LLJZ,LLJZ,JIS
MISS,LLJZ,LLJZ,JIZ
MISS,LLJZ,LLJZ,JLT
MISS,LLJZ,LLJZ,JLI
MISS,LLJZ,LLJZ,JLO
MISS,LLJZ,LLJZ,JLS
MISS,LLJZ,LLJZ,JLZ
MISS,LLJZ,LLJZ,JOT
MISS,LLJZ,LLJZ,JOI
MISS,LLJZ,LLJZ,JOL
MISS,LLJZ,LLJZ,JOS
MISS,LLJZ,LLJZ,JOZ
MISS,LLJZ,LLJZ,JST
MISS,LLJZ,LLJZ,JSI
MISS,LLJZ,LLJZ,JSL
MISS,LLJZ,LLJZ,JSO
MISS,LLJZ,LLJZ,JSZ
MISS,LLJZ,LLJZ,JZT
MISS,LLJZ,LLJZ,JZI
MISS,LLJZ,LLJZ,JZL
MISS,LLJZ,LLJZ,JZO
MISS,LLJZ,LLJZ,JZS
MISS,LLJZ,LLJZ,LTI
MISS,LLJZ,LLJZ,LTJ
MISS,LLJZ,LLJZ,LTO
MISS,LLJZ,LLJZ,LTS
MISS,LLJZ,LLJZ,LTZ
MISS,LLJZ,LLJZ,LIT
MISS,LLJZ,LLJZ,LIJ
MISS,LLJZ,LLJZ,LIO
MISS,LLJZ,LLJZ,LIS
MISS,LLJZ,LLJZ,LIZ
MISS,LLJZ,LLJZ,LJT
MISS,LLJZ,LLJZ,LJI
MISS,LLJZ,LLJZ,LJO
MISS,LLJZ,LLJZ,LJS
MISS,LLJZ,LLJZ,LJZ
MISS,LLJZ,LLJZ,LOT
MISS,LLJZ,LLJZ,LOI
MISS,LLJZ,LLJZ,LOJ
MISS,LLJZ,LLJZ,LOS
MISS,LLJZ,LLJZ,LOZ
MISS,LLJZ,LLJZ,LST
MISS,LLJZ,LLJZ,LSI
MISS,LLJZ,LLJZ,LSJ
MISS,LLJZ,LLJZ,LSO
MISS,LLJZ,LLJZ,LSZ
MISS,LLJZ,LLJZ,LZT
MISS,LLJZ,LLJZ,LZI
MISS,LLJZ,LLJZ,LZJ
MISS,LLJZ,LLJZ,LZO
MISS,LLJZ,LLJZ,LZS
MISS,LLJZ,LLJZ,OTI
MISS,LLJZ,LLJZ,OTJ
MISS,LLJZ,LLJZ,OTL
MISS,LLJZ,LLJZ,OTS
MISS,LLJZ,LLJZ,OTZ
MISS,LLJZ,LLJZ,OIT
MISS,LLJZ,LLJZ,OIJ
MISS,LLJZ,LLJZ,OIL
MISS,LLJZ,LLJZ,OIS
MISS,LLJZ,LLJZ,OIZ
MISS,LLJZ,LLJZ,OJT
MISS,LLJZ,LLJZ,OJI
MISS,LLJZ,LLJZ,OJL
MISS,LLJZ,LLJZ,OJS
MISS,LLJZ,LLJZ,OJZ
MISS,LLJZ,LLJZ,OLT
MISS,LLJZ,LLJZ,OLI
MISS,LLJZ,LLJZ,OLJ
MISS,LLJZ,LLJZ,OLS
MISS,LLJZ,LLJZ,OLZ
MISS,LLJZ,LLJZ,OST
MISS,LLJZ,LLJZ,OSI
MISS,LLJZ,LLJZ,OSJ
MISS,LLJZ,LLJZ,OSL
MISS,LLJZ,LLJZ,OSZ
MISS,LLJZ,LLJZ,OZT
MISS,LLJZ,LLJZ,OZI
MISS,LLJZ,LLJZ,OZJ
MISS,LLJZ,LLJZ,OZL
MISS,LLJZ,LLJZ,OZS
MISS,LLJZ,LLJZ,STI
MISS,LLJZ,LLJZ,STJ
MISS,LLJZ,LLJZ,STL
MISS,LLJZ,LLJZ,STO
MISS,LLJZ,LLJZ,STZ
MISS,LLJZ,LLJZ,SIT
MISS,LLJZ,LLJZ,SIJ
MISS,LLJZ,LLJZ,SIL
MISS,LLJZ,LLJZ,SIO
MISS,LLJZ,LLJZ,SIZ
MISS,LLJZ,LLJZ,SJT
MISS,LLJZ,LLJZ,SJI
MISS,LLJZ,LLJZ,SJL
MISS,LLJZ,LLJZ,SJO
MISS,LLJZ,LLJZ,SJZ
MISS,LLJZ,LLJZ,SLT
MISS,LLJZ,LLJZ,SLI
MISS,LLJZ,LLJZ,SLJ
MISS,LLJZ,LLJZ,SLO
MISS,LLJZ,LLJZ,SLZ
MISS,LLJZ,LLJZ,SOT
MISS,LLJZ,LLJZ,SOI
MISS,LLJZ,LLJZ,SOJ
MISS,LLJZ,LLJZ,SOL
MISS,LLJZ,LLJZ,SOZ
MISS,LLJZ,LLJZ,SZT
MISS,LLJZ,LLJZ,SZI
MISS,LLJZ,LLJZ,SZJ
MISS,LLJZ,LLJZ,SZL
MISS,LLJZ,LLJZ,SZO
MISS,LLJZ,LLJZ,ZTI
MISS,LLJZ,LLJZ,ZTJ
MISS,LLJZ,LLJZ,ZTL
MISS,LLJZ,LLJZ,ZTO
MISS,LLJZ,LLJZ,ZTS
MISS,LLJZ,LLJZ,ZIT
MISS,LLJZ,LLJZ,ZIJ
MISS,LLJZ,LLJZ,ZIL
MISS,LLJZ,LLJZ,ZIO
MISS,LLJZ,LLJZ,ZIS
MISS,LLJZ,LLJZ,ZJT
MISS,LLJZ,LLJZ,ZJI
MISS,LLJZ,LLJZ,ZJL
MISS,LLJZ,LLJZ,ZJO
MISS,LLJZ,LLJZ,ZJS
MISS,LLJZ,LLJZ,ZLT
MISS,LLJZ,LLJZ,ZLI
MISS,LLJZ,LLJZ,ZLJ
MISS,LLJZ,LLJZ,ZLO
MISS,LLJZ,LLJZ,ZLS
MISS,LLJZ,LLJZ,ZOT
MISS,LLJZ,LLJZ,ZOI
MISS,LLJZ,LLJZ,ZOJ
MISS,LLJZ,LLJZ,ZOL
MISS,LLJZ,LLJZ,ZOS
MISS,LLJZ,LLJZ,ZST
MISS,LLJZ,LLJZ,ZSI
MISS,LLJZ,LLJZ,ZSJ
MISS,LLJZ,LLJZ,ZSL
MISS,LLJZ,LLJZ,ZSO
MISS,LLJZ,LLZJ
MISS,LLJZ,LJLZ
MISS,LLJZ,LJZL
MISS,LLJZ,LZLJ
MISS,LLJZ,LZJL
MISS,LLJZ,JLLZ
MISS,LLJZ,JLZL
MISS,LLJZ,JZLL
MISS,LLJZ,ZLLJ
MISS,LLJZ,ZLJL
MISS,LLJZ,ZJLL
HIT,LLOS,LLOS,TIJ
HIT,LLOS,LLOS,TIL
HIT,LLOS,LLOS,TIO
HIT,LLOS,LLOS,TIS
HIT,LLOS,LLOS,TIZ
HIT,LLOS,LLOS,TJI
HIT,LLOS,LLOS,TJL
HIT,LLOS,LLOS,TJO
HIT,LLOS,LLOS,TJS
HIT,LLOS,LLOS,TJZ
HIT,LLOS,LLOS,TLI
HIT,LLOS,LLOS,TLJ
HIT,LLOS,LLOS,TLO
HIT,LLOS,LLOS,TLS
HIT,LLOS,LLOS,TLZ
HIT,LLOS,LLOS,TOI
HIT,LLOS,LLOS,TOJ
HIT,LLOS,LLOS,TOL
HIT,LLOS,LLOS,TOS
HIT,LLOS,LLOS,TOZ
HIT,LLOS,LLOS,TSI
HIT,LLOS,LLOS,TSJ
HIT,LLOS,LLOS,TSL
HIT,LLOS,LLOS,TSO
HIT,LLOS,LLOS,TSZ
HIT,LLOS,LLOS,TZI
HIT,LLOS,LLOS,TZJ
HIT,LLOS,LLOS,TZL
HIT,LLOS,LLOS,TZO
HIT,LLOS,LLOS,TZS
HIT,LLOS,LLOS,ITJ
HIT,LLOS,LLOS,ITL
HIT,LLOS,LLOS,ITO
HIT,LLOS,LLOS,ITS
HIT,LLOS,LLOS,ITZ
HIT,LLOS,LLOS,IJT
HIT,LLOS,LLOS,IJL
HIT,LLOS,LLOS,IJO
HIT,LLOS,LLOS,IJS
HIT,LLOS,LLOS,IJZ
HIT,LLOS,LLOS,ILT
HIT,LLOS,LLOS,ILJ
HIT,LLOS,LLOS,ILO
HIT,LLOS,LLOS,ILS
HIT,LLOS,LLOS,ILZ
HIT,LLOS,LLOS,IOT
HIT,LLOS,LLOS,IOJ
HIT,LLOS,LLOS,IOL
HIT,LLOS,LLOS,IOS
HIT,LLOS,LLOS,IOZ
HIT,LLOS,LLOS,IST
HIT,LLOS,LLOS,ISJ
HIT,LLOS,LLOS,ISL
HIT,LLOS,LLOS,ISO
HIT,LLOS,LLOS,ISZ
HIT,LLOS,LLOS,IZT
HIT,LLOS,LLOS,IZJ
HIT,LLOS,LLOS,IZL
HIT,LLOS,LLOS,IZO
HIT,LLOS,LLOS,IZS
HIT,LLOS,LLOS,JTI
HIT,LLOS,LLOS,JTL
HIT,LLOS,LLOS,JTO
HIT,LLOS,LLOS,JTS
HIT,LLOS,LLOS,JTZ
HIT,LLOS,LLOS,JIT
HIT,LLOS,LLOS,JIL
HIT,LLOS,LLOS,JIO
HIT,LLOS,LLOS,JIS
HIT,LLOS,LLOS,JIZ
HIT,LLOS,LLOS,JLT
HIT,LLOS,LLOS,JLI
HIT,LLOS,LLOS,JLO
HIT,LLOS,LLOS,JLS
HIT,LLOS,LLOS,JLZ
HIT,LLOS,LLOS,JOT
HIT,LLOS,LLOS,JOI
HIT,LLOS,LLOS,JOL
HIT,LLOS,LLOS,JOS
HIT,LLOS,LLOS,JOZ
HIT,LLOS,LLOS,JST
HIT,LLOS,LLOS,JSI
HIT,LLOS,LLOS,JSL
HIT,LLOS,LLOS,JSO
HIT,LLOS,LLOS,JSZ
HIT,LLOS,LLOS,JZT
HIT,LLOS,LLOS,JZI
HIT,LLOS,LLOS,JZL
HIT,LLOS,LLOS,JZO
HIT,LLOS,LLOS,JZS
HIT,LLOS,LLOS,LTI
HIT,LLOS,LLOS,LTJ
HIT,LLOS,LLOS,LTO
HIT,LLOS,LLOS,LTS
HIT,LLOS,LLOS,LTZ
HIT,LLOS,LLOS,LIT
HIT,LLOS,LLOS,LIJ
HIT,LLOS,LLOS,LIO
HIT,LLOS,LLOS,LIS
HIT,LLOS,LLOS,LIZ
HIT,LLOS,LLOS,LJT
HIT,LLOS,LLOS,LJI
HIT,LLOS,LLOS,LJO
HIT,LLOS,LLOS,LJS
HIT,LLOS,LLOS,LJZ
HIT,LLOS,LLOS,LOT
HIT,LLOS,LLOS,LOI
HIT,LLOS,LLOS,LOJ
HIT,LLOS,LLOS,LOS
HIT,LLOS,LLOS,LOZ
HIT,LLOS,LLOS,LST
HIT,LLOS,LLOS,LSI
HIT,LLOS,LLOS,LSJ
HIT,LLOS,LLOS,LSO
HIT,LLOS,LLOS,LSZ
HIT,LLOS,LLOS,LZT
HIT,LLOS,LLOS,LZI
HIT,LLOS,LLOS,LZJ
HIT,LLOS,LLOS,LZO
HIT,LLOS,LLOS,LZS
HIT,LLOS,LLOS,OTI
HIT,LLOS,LLOS,OTJ
HIT,LLOS,LLOS,OTL
HIT,LLOS,LLOS,OTS
HIT,LLOS,LLOS,OTZ
HIT,LLOS,LLOS,OIT
HIT,LLOS,LLOS,OIJ
HIT,LLOS,LLOS,OIL
HIT,LLOS,LLOS,OIS
HIT,LLOS,LLOS,OIZ
HIT,LLOS,LLOS,OJT
HIT,LLOS,LLOS,OJI
HIT,LLOS,LLOS,OJL
HIT,LLOS,LLOS,OJS
HIT,LLOS,LLOS,OJZ
HIT,LLOS,LLOS,OLT
HIT,LLOS,LLOS,OLI
HIT,LLOS,LLOS,OLJ
HIT,LLOS,LLOS,OLS
HIT,LLOS,LLOS,OLZ
HIT,LLOS,LLOS,OST
HIT,LLOS,LLOS,OSI
HIT,LLOS,LLOS,OSJ
HIT,LLOS,LLOS,OSL
HIT,LLOS,LLOS,OSZ
HIT,LLOS,LLOS,OZT
HIT,LLOS,LLOS,OZI
HIT,LLOS,LLOS,OZJ
HIT,LLOS,LLOS,OZL
HIT,LLOS,LLOS,OZS
HIT,LLOS,LLOS,STI
HIT,LLOS,LLOS,STJ
HIT,LLOS,LLOS,STL
HIT,LLOS,LLOS,STO
HIT,LLOS,LLOS,STZ
HIT,LLOS,LLOS,SIT
HIT,LLOS,LLOS,SIJ
HIT,LLOS,LLOS,SIL
HIT,LLOS,LLOS,SIO
HIT,LLOS,LLOS,SIZ
HIT,LLOS,LLOS,SJT
HIT,LLOS,LLOS,SJI
HIT,LLOS,LLOS,SJL
HIT,LLOS,LLOS,SJO
HIT,LLOS,LLOS,SJZ
HIT,LLOS,LLOS,SLT
HIT,LLOS,LLOS,SLI
HIT,LLOS,LLOS,SLJ
HIT,LLOS,LLOS,SLO
HIT,LLOS,LLOS,SLZ
HIT,LLOS,LLOS,SOT
HIT,LLOS,LLOS,SOI
HIT,LLOS,LLOS,SOJ
HIT,LLOS,LLOS,SOL
HIT,LLOS,LLOS,SOZ
HIT,LLOS,LLOS,SZT
HIT,LLOS,LLOS,SZI
HIT,LLOS,LLOS,SZJ
HIT,LLOS,LLOS,SZL
HIT,LLOS,LLOS,SZO
HIT,LLOS,LLOS,ZTI
HIT,LLOS,LLOS,ZTJ
HIT,LLOS,LLOS,ZTL
HIT,LLOS,LLOS,ZTO
HIT,LLOS,LLOS,ZTS
HIT,LLOS,LLOS,ZIT
MISS,LLOS,LLOS,ZIJ
MISS,LLOS,LLOS,ZIL
MISS,LLOS,LLOS,ZIO
MISS,LLOS,LLOS,ZIS
MISS,LLOS,LLOS,ZJT
MISS,LLOS,LLOS,ZJI
MISS,LLOS,LLOS,ZJL
MISS,LLOS,LLOS,ZJO
MISS,LLOS,LLOS,ZJS
MISS,LLOS,LLOS,ZLT
MISS,LLOS,LLOS,ZLI
MISS,LLOS,LLOS,ZLJ
MISS,LLOS,LLOS,ZLO
MISS,LLOS,LLOS,ZLS
MISS,LLOS,LLOS,ZOT
MISS,LLOS,LLOS,ZOI
MISS,LLOS,LLOS,ZOJ
MISS,LLOS,LLOS,ZOL
MISS,LLOS,LLOS,ZOS
MISS,LLOS,LLOS,ZST
MISS,LLOS,LLOS,ZSI
MISS,LLOS,LLOS,ZSJ
MISS,LLOS,LLOS,ZSL
MISS,LLOS,LLOS,ZSO
MISS,LLOS,LLSO
MISS,LLOS,LOLS
MISS,LLOS,LOSL
MISS,LLOS,LSLO
MISS,LLOS,LSOL
MISS,LLOS,OLLS
MISS,LLOS,OLSL
MISS,LLOS,OSLL
MISS,LLOS,SLLO
MISS,LLOS,SLOL
MISS,LLOS,SOLL
MISS,LLOZ
MISS,LLSZ
